NAME_1	1 MOBILE LTD|1 MOBILE LIMITED
NAME_2	1 TECH LTD|1 TECH LIMITED
NAME_3	23 SNAPS LIMITED|23 SNAPS LTD
NAME_4	2E2 SERVICES LIMITED|2E2 SERVICES LTD
NAME_5	2E2 UK LIMITED|2E2 UK LTD|2E2 UNITED KINGDOM LIMITED
NAME_6	40 50 MEDIA LIMITED|40 50 MEDIA LTD
NAME_7	4D DATA CENTRES LIMITED|4D DATA CENTRES LTD
NAME_8	4GETMOBILE LTD|4GETMOBILE LIMITED
NAME_9	4SL CONSULTING LTD|4SL CONSULTING LIMITED
NAME_10	4TC SERVICES LTD|4TC SERVICES LIMITED
NAME_11	A-INFINITY LIMITED|A-INFINITY LTD
NAME_12	A-TEK SOLUTIONS LTD|A-TEK SOLUTIONS LIMITED
NAME_13	A.I. TALENT LIMITED|A.I. TALENT LTD
NAME_14	AAA CONSULT LIMITED|AAA CONSULT LTD
NAME_15	AARDVARK UPRISING LTD|AARDVARK UPRISING LIMITED|AAROADVARK UPRISING LIMITED
NAME_16	AB TECHSYS LIMITED|AB TECHSYS LTD
NAME_17	ABLINX LTD|ABLINX LIMITED
NAME_18	ABSU LIMITED|ABSU LTD
NAME_19	ABV SOLUTIONS LTD|ABV SOLUTIONS LIMITED
NAME_20	ACTION FOR THE FUTURE LIMITED|ACTION FOR THE FUTURE LTD
NAME_21	ACTIVATED THINKING LIMITED|ACTIVATED THINKING LTD
NAME_22	ACTIVON PROJECTS LIMITED|ACTIVON PROJECTS LTD
NAME_23	ACTURIS LTD|ACTURIS LIMITED
NAME_24	AD PEPPER MEDIA UNITED KINGDOM LIMITED|AD PEPPER MEDIA UK LTD|AD PEPPER MEDIA UK LIMITED
NAME_25	ADCOMPASS LIMITED.|ADCOMPASS LTD.
NAME_26	ADD TO CART LTD|ADD TO CART LIMITED
NAME_27	ADFORM LONDON LIMITED|ADFORM LONDON LTD|ADFORM CITY OF LONDON LIMITED
NAME_28	ADLUDIO LTD|ADLUDIO LIMITED
NAME_29	AFIN-IT GROUP LIMITED|AFIN-IT GROUP LTD
NAME_30	AFTER THE FLOOD LIMITED|AFTER THE FLOOD LTD
NAME_31	AGILE ALLIANCE LIMITED|AGILE ALLIANCE LTD
NAME_32	AGM SOLUTIONS LIMITED|AGM SOLUTIONS LTD
NAME_33	AGOC DIGITAL PRIVATE LIMITED|AGOC DIGITAL PRIVATE LTD
NAME_34	AI CONTROLPOINT LIMITED|AI CONTROLPOINT LTD
NAME_35	AIM ITC LTD|AIM ITC LIMITED
NAME_36	ALCHEMYWORKS LTD|ALCHEMYWORKS LIMITED
NAME_37	ALCHERA TECHNOLOGIES LTD|ALCHERA TECHNOLOGIES LIMITED
NAME_38	ALMARADIX LIMITED|ALMARADIX LTD
NAME_39	ALTIASERVICES LTD.|ALTIASERVICES LIMITED.
NAME_40	ALTIATECH LIMITED|ALTIATECH LTD
NAME_41	AM TECHNICAL LIMITED|AM TECHNICAL LTD
NAME_42	AMBIENCE INVESTMENT LTD|AMBIENCE INVESTREETMENT LTD|AMBIENCE INVESTMENT LIMITED
NAME_43	AMISSION LIMITED|AMISSION LTD
NAME_44	AMLEU SOFTWARE DEVELOPMENT UK LTD|AMLEU SOFTWARE DEVELOPMENT UK LIMITED|AMLEU SOFTWARE DEVELOPMENT UNITED KINGDOM LIMITED
NAME_45	ANGELLIST LTD|ANGELLIST LIMITED|ANGELLISTREET LIMITED
NAME_46	ANGLO PAK SOLUTION LTD|ANGLO PAK SOLUTION LIMITED
NAME_47	ANOMALIES LIMITED|ANOMALIES LTD
NAME_48	ANVIL RECRUITMENT LIMITED|ANVIL RECRUITMENT LTD
NAME_49	APP-ALACARTE LIMITED|APP-ALACARTE LTD
NAME_50	APPDRAGON LTD|APPDRAGON LIMITED
